city,district,property_type,area_m2,price_syp,price_usd,source,created_at
damascus,baghdad,apartment,213,2570358566,,seed,2025-11-11T15:06:58.558Z
damascus,mazzeh,apartment,163,665046951,,seed,2026-01-26T16:44:05.558Z
rif dimashq,mleiha,house,206,575280043,,seed,2026-02-26T16:00:21.558Z
damascus,rukn al-din,apartment,200,541212024,,seed,2025-11-18T07:02:09.558Z
damascus,rukn al-din,land,757,1542183384,,seed,2026-01-03T17:37:53.558Z
rif dimashq,artouz,apartment,157,998125373,,seed,2026-02-28T11:12:17.558Z
rif dimashq,sahnaya,studio,31,193655344,,seed,2025-11-23T04:36:51.558Z
rif dimashq,qudsaya project,apartment,148,1149445136,,seed,2025-12-13T02:47:23.558Z
damascus,midan,apartment,110,252986210,,seed,2026-02-19T04:38:23.558Z
damascus,abu rummaneh,apartment,78,963917371,,seed,2025-12-30T13:34:50.558Z
damascus,mazzeh,house,111,608632437,,seed,2026-01-08T15:26:39.558Z
rif dimashq,mleiha,villa,293,1593032340,,seed,2026-03-02T05:01:07.558Z
damascus,abu rummaneh,apartment,126,1257698235,,seed,2026-01-12T11:53:33.558Z
damascus,mazzeh,studio,40,240730787,,seed,2026-01-08T19:26:38.558Z
damascus,malki,studio,58,689267900,,seed,2026-01-24T09:45:01.558Z
damascus,mashrou dummar,apartment,154,1594308061,,seed,2025-11-26T17:43:02.558Z
rif dimashq,sahnaya,villa,429,3294350236,,seed,2025-12-12T02:30:48.558Z
rif dimashq,darayya,studio,58,272406378,,seed,2026-01-02T21:09:16.558Z
damascus,muhajireen,house,122,936018755,,seed,2025-11-19T02:14:56.558Z
damascus,mashrou dummar,studio,33,312469834,,seed,2026-01-23T03:43:47.558Z
damascus,baghdad,apartment,110,1296607453,,seed,2026-02-19T12:19:43.558Z
damascus,muhajireen,studio,49,678501700,,seed,2025-12-24T23:26:46.558Z
damascus,rukn al-din,apartment,104,319063676,,seed,2026-02-12T20:19:20.558Z
rif dimashq,mleiha,studio,46,168378970,,seed,2025-12-08T20:45:20.558Z
rif dimashq,qudsaya project,apartment,74,877917204,,seed,2025-12-06T11:46:53.558Z
damascus,rukn al-din,apartment,82,193570906,,seed,2026-02-10T20:15:49.558Z
damascus,mashrou dummar,studio,55,658413305,,seed,2025-12-30T08:58:21.558Z
rif dimashq,jaramana,land,478,938134763,,seed,2026-02-06T17:41:27.558Z
damascus,mazzeh,apartment,77,463731364,,seed,2026-01-14T03:22:27.558Z
damascus,rukn al-din,apartment,128,350141085,,seed,2025-11-10T14:01:45.558Z
rif dimashq,sahnaya,apartment,147,800340699,,seed,2026-01-08T04:42:55.558Z
damascus,kafr sousa,villa,420,2999183636,,seed,2026-01-16T17:57:17.558Z
rif dimashq,mleiha,apartment,89,179735055,,seed,2026-02-11T14:51:04.558Z
damascus,khaled ibn al walid,apartment,116,1069948077,,seed,2026-01-30T22:30:07.558Z
damascus,muhajireen,studio,57,592349038,,seed,2025-11-24T21:31:07.558Z
damascus,kafr sousa,apartment,218,1224899289,,seed,2026-03-01T02:27:39.558Z
rif dimashq,darayya,studio,48,210816000,,seed,2025-11-29T10:18:47.558Z
rif dimashq,jadidat al sheibani,apartment,148,1122076800,,seed,2026-02-07T20:52:53.558Z
rif dimashq,qudsaya project,apartment,89,590449001,,seed,2026-01-09T14:42:50.558Z
damascus,malki,apartment,159,1256516693,,seed,2025-11-11T02:31:37.558Z
rif dimashq,mleiha,house,281,668764338,,seed,2025-12-14T21:59:16.558Z
damascus,kafr sousa,apartment,140,812533075,,seed,2025-11-29T10:25:50.558Z
damascus,muhajireen,apartment,213,2647983769,,seed,2025-12-17T09:50:03.558Z
rif dimashq,darayya,house,216,1058278919,,seed,2026-03-01T11:18:38.558Z
damascus,hay al ameen,house,179,1710959328,,seed,2026-01-05T04:03:55.558Z
damascus,baghdad,villa,266,2732881896,,seed,2025-11-18T17:48:00.558Z
damascus,shaalaan,apartment,129,1116168200,,seed,2025-12-14T13:36:00.558Z
rif dimashq,artouz,land,439,1417114772,,seed,2025-11-05T11:51:19.558Z
damascus,baghdad,house,222,1235549880,,seed,2025-11-17T08:04:15.558Z
damascus,kafr sousa,apartment,190,1155683996,,seed,2026-02-17T12:38:17.558Z
rif dimashq,mleiha,house,210,450634670,,seed,2025-12-12T03:41:46.558Z
rif dimashq,artouz,apartment,71,487737878,,seed,2026-01-16T01:51:53.558Z
damascus,baghdad,villa,458,6280238520,,seed,2025-11-05T07:08:39.558Z
damascus,abu rummaneh,apartment,71,666216502,,seed,2025-11-05T00:39:46.558Z
damascus,malki,apartment,182,2165246870,,seed,2026-01-24T10:58:38.558Z
damascus,kafr sousa,apartment,168,824862936,,seed,2025-12-25T03:13:29.558Z
rif dimashq,darayya,villa,272,2626919424,,seed,2025-11-05T22:37:37.558Z
damascus,muhajireen,villa,392,4233811680,,seed,2025-12-28T14:13:21.558Z
damascus,rukn al-din,apartment,113,306362286,,seed,2025-12-14T11:25:37.558Z
damascus,kafr sousa,apartment,107,657272960,,seed,2025-11-06T07:05:32.558Z
damascus,muhajireen,apartment,80,818703968,,seed,2025-11-25T09:52:37.558Z
damascus,baghdad,studio,56,518501037,,seed,2026-03-03T06:45:58.558Z
damascus,hay al ameen,apartment,113,1057074493,,seed,2025-12-29T12:55:03.558Z
rif dimashq,mleiha,villa,319,1318254071,,seed,2025-11-27T06:29:24.558Z
damascus,midan,apartment,217,536114601,,seed,2026-01-27T20:33:41.558Z
damascus,khaled ibn al walid,apartment,201,2160269980,,seed,2025-11-29T21:15:50.558Z
rif dimashq,qudsaya project,land,517,3542794200,,seed,2026-01-15T11:01:03.558Z
damascus,khaled ibn al walid,apartment,104,909772241,,seed,2026-02-15T22:26:59.558Z
rif dimashq,darayya,house,147,667965764,,seed,2026-02-14T11:02:50.558Z
damascus,abu rummaneh,apartment,157,1435952900,,seed,2025-12-24T23:23:33.558Z
damascus,baghdad,apartment,139,1176792395,,seed,2025-12-08T16:40:57.558Z
damascus,hay al ameen,apartment,150,1131480408,,seed,2026-01-02T15:11:04.558Z
rif dimashq,artouz,house,250,887347659,,seed,2025-11-26T22:36:45.558Z
damascus,kafr sousa,apartment,90,520809678,,seed,2026-01-18T03:54:15.558Z
damascus,midan,studio,32,93036721,,seed,2026-02-02T06:58:06.558Z
damascus,baghdad,apartment,179,1532817169,,seed,2026-02-21T19:30:59.558Z
damascus,hay al ameen,apartment,192,1768602018,,seed,2025-12-23T19:13:10.558Z
rif dimashq,mleiha,apartment,182,391766500,,seed,2026-01-24T04:51:56.558Z
damascus,rukn al-din,apartment,99,350873044,,seed,2026-01-18T21:21:15.558Z
damascus,khaled ibn al walid,apartment,120,1318608348,,seed,2026-01-08T15:44:11.558Z
damascus,malki,apartment,210,3174118058,,seed,2026-01-24T05:10:48.558Z
rif dimashq,jaramana,apartment,109,358232632,,seed,2026-02-21T01:36:23.558Z
damascus,khaled ibn al walid,apartment,123,987476620,,seed,2026-02-28T14:26:57.558Z
damascus,kafr sousa,land,360,1386419849,,seed,2026-01-17T04:02:57.558Z
rif dimashq,darayya,apartment,130,626515272,,seed,2026-01-28T07:52:35.558Z
rif dimashq,jadidat al sheibani,studio,25,189285092,,seed,2025-11-17T11:59:10.558Z
rif dimashq,harasta,apartment,176,436692646,,seed,2025-11-30T01:36:38.558Z
damascus,kafr sousa,land,264,613800000,,seed,2026-02-19T08:05:15.558Z
damascus,midan,land,583,1202163681,,seed,2025-11-29T12:27:01.558Z
rif dimashq,qudsaya project,house,206,1706857083,,seed,2025-11-09T02:45:17.558Z
damascus,rukn al-din,apartment,79,199579315,,seed,2026-01-21T04:02:10.558Z
rif dimashq,jaramana,apartment,210,601789271,,seed,2025-11-13T19:37:03.558Z
damascus,hay al ameen,apartment,71,620390984,,seed,2026-02-14T04:11:09.558Z
damascus,hay al ameen,apartment,157,1114660310,,seed,2026-01-25T08:46:20.558Z
damascus,khaled ibn al walid,apartment,195,1807796423,,seed,2026-01-02T01:42:46.558Z
rif dimashq,jaramana,house,253,807123922,,seed,2026-02-26T16:35:25.558Z
damascus,khaled ibn al walid,apartment,219,2173038329,,seed,2025-11-14T21:34:44.558Z
rif dimashq,qudsaya project,apartment,96,864108249,,seed,2025-11-09T01:06:58.558Z
damascus,mazzeh,villa,477,4709891324,,seed,2026-02-18T00:23:17.558Z
rif dimashq,jaramana,house,155,449231452,,seed,2025-11-23T15:27:53.558Z
rif dimashq,qudsaya project,apartment,158,1549368924,,seed,2025-11-24T16:42:04.558Z
damascus,muhajireen,apartment,133,1797212907,,seed,2026-02-01T03:34:23.558Z
rif dimashq,jaramana,studio,45,127019122,,seed,2026-02-04T23:16:27.558Z
damascus,baghdad,house,140,1057160128,,seed,2026-02-19T07:53:49.558Z
damascus,kafr sousa,apartment,123,581262902,,seed,2026-02-26T22:04:19.558Z
rif dimashq,artouz,house,215,978527087,,seed,2026-01-12T23:00:10.558Z
damascus,kafr sousa,apartment,210,973956301,,seed,2025-12-03T04:26:02.558Z
damascus,mashrou dummar,apartment,111,750029220,,seed,2026-01-11T08:45:54.558Z
damascus,kafr sousa,apartment,177,1132062281,,seed,2026-01-28T12:47:27.558Z
damascus,malki,apartment,106,1008868308,,seed,2025-11-25T22:02:44.558Z
damascus,malki,apartment,162,1883963935,,seed,2025-12-18T20:20:22.558Z
rif dimashq,harasta,house,210,388080000,,seed,2026-01-26T10:29:42.558Z
rif dimashq,sahnaya,apartment,208,1054254888,,seed,2026-01-07T04:33:54.558Z
damascus,malki,apartment,186,1554811200,,seed,2026-01-12T09:41:27.558Z
damascus,kafr sousa,apartment,115,769343631,,seed,2025-11-13T19:20:33.558Z
damascus,khaled ibn al walid,apartment,108,1222327914,,seed,2025-11-07T02:10:19.558Z
damascus,abu rummaneh,apartment,77,820966703,,seed,2026-02-14T02:37:57.558Z
damascus,mashrou dummar,apartment,201,1638061167,,seed,2025-12-02T04:55:34.558Z
damascus,malki,apartment,155,1308632760,,seed,2025-12-15T20:52:42.558Z
rif dimashq,darayya,house,137,864212990,,seed,2025-11-11T02:15:11.558Z
damascus,malki,house,140,1247500059,,seed,2026-02-03T13:00:34.558Z
rif dimashq,jadidat al sheibani,studio,47,250375179,,seed,2026-01-26T18:15:35.558Z
damascus,mashrou dummar,studio,41,561913200,,seed,2025-11-05T13:53:51.558Z
rif dimashq,sahnaya,house,244,1092033563,,seed,2025-11-22T08:46:47.558Z
damascus,mazzeh,house,136,634164978,,seed,2025-12-03T17:56:23.558Z
rif dimashq,qudsaya project,apartment,83,874781620,,seed,2026-02-21T09:46:57.558Z
rif dimashq,jaramana,house,273,661945223,,seed,2026-02-08T14:06:57.558Z
rif dimashq,sahnaya,apartment,109,585433211,,seed,2025-11-18T09:55:10.558Z
rif dimashq,sahnaya,apartment,81,509230901,,seed,2025-11-24T02:26:13.558Z
damascus,malki,studio,58,637905770,,seed,2025-11-24T21:29:32.558Z
rif dimashq,sahnaya,apartment,118,432288522,,seed,2025-12-09T15:12:55.558Z
rif dimashq,sahnaya,house,266,1438667358,,seed,2025-11-07T11:16:52.558Z
damascus,mashrou dummar,apartment,91,890234469,,seed,2025-12-11T05:31:18.558Z
damascus,hay al ameen,apartment,85,852110120,,seed,2025-11-11T12:54:45.558Z
damascus,hay al ameen,studio,25,256839982,,seed,2026-02-11T11:18:51.558Z
damascus,mazzeh,apartment,88,488864572,,seed,2026-01-07T14:39:49.558Z
rif dimashq,harasta,apartment,159,608987808,,seed,2026-01-04T08:31:27.558Z
damascus,kafr sousa,studio,44,286687230,,seed,2025-11-18T06:03:41.558Z
damascus,malki,house,123,965123294,,seed,2026-02-09T09:17:59.558Z
damascus,abu rummaneh,apartment,132,1684757284,,seed,2026-02-25T09:28:01.558Z
damascus,khaled ibn al walid,house,192,1543157746,,seed,2025-12-28T17:53:23.558Z
rif dimashq,darayya,studio,42,335355552,,seed,2026-01-29T04:14:00.558Z
rif dimashq,jaramana,house,123,216919082,,seed,2025-12-16T18:16:30.558Z
rif dimashq,qudsaya project,apartment,152,1584795351,,seed,2026-01-08T18:52:02.558Z
damascus,midan,apartment,167,429341246,,seed,2026-01-16T23:51:46.558Z
damascus,khaled ibn al walid,studio,29,219379806,,seed,2026-02-25T14:54:21.558Z
rif dimashq,jadidat al sheibani,house,226,813600000,,seed,2026-01-08T20:00:18.558Z
damascus,malki,apartment,104,1178955591,,seed,2026-01-15T10:34:14.558Z
rif dimashq,artouz,apartment,129,985376645,,seed,2025-12-16T16:07:59.558Z
damascus,muhajireen,studio,47,459219339,,seed,2025-12-02T12:37:00.558Z
damascus,abu rummaneh,studio,52,528516411,,seed,2026-02-21T05:15:31.558Z
damascus,kafr sousa,apartment,118,492237000,,seed,2025-12-07T17:15:23.558Z
rif dimashq,sahnaya,house,270,1748502550,,seed,2025-12-17T21:14:28.558Z
damascus,shaalaan,apartment,196,1964036158,,seed,2025-11-26T22:42:24.558Z
damascus,shaalaan,apartment,160,1525134559,,seed,2026-01-12T10:18:15.558Z
damascus,kafr sousa,land,503,2273459400,,seed,2026-01-23T23:48:38.558Z
damascus,midan,apartment,218,541160789,,seed,2026-01-18T12:12:36.558Z
damascus,abu rummaneh,apartment,218,1960179476,,seed,2026-02-05T10:53:30.558Z
damascus,malki,apartment,103,1037368304,,seed,2026-03-03T00:40:50.558Z
damascus,kafr sousa,apartment,211,1108707374,,seed,2026-02-01T17:49:14.558Z
damascus,shaalaan,apartment,159,1765152744,,seed,2026-01-27T06:45:26.558Z
damascus,kafr sousa,studio,48,362018329,,seed,2026-01-10T11:29:32.558Z
damascus,shaalaan,studio,52,423894371,,seed,2026-01-25T22:44:02.558Z
damascus,malki,house,114,1366632000,,seed,2025-11-23T03:23:50.558Z
damascus,malki,apartment,192,1547791076,,seed,2025-12-07T08:00:34.558Z
damascus,kafr sousa,villa,343,3921455150,,seed,2026-02-01T23:02:58.558Z
damascus,mashrou dummar,apartment,204,2195487348,,seed,2025-12-09T23:15:37.558Z
damascus,shaalaan,studio,55,538719204,,seed,2026-02-20T07:05:04.558Z
rif dimashq,sahnaya,house,282,1060969864,,seed,2025-11-03T18:40:23.558Z
rif dimashq,darayya,apartment,156,864337502,,seed,2026-02-10T12:28:10.558Z
damascus,midan,apartment,214,553968007,,seed,2025-11-05T13:15:16.558Z
damascus,mazzeh,apartment,71,573415471,,seed,2026-01-06T21:05:41.558Z
damascus,khaled ibn al walid,house,234,2170667262,,seed,2026-02-23T20:20:25.558Z
rif dimashq,sahnaya,apartment,75,484332148,,seed,2025-11-14T20:18:09.558Z
rif dimashq,sahnaya,land,345,1014205448,,seed,2025-12-21T10:30:49.558Z
damascus,malki,apartment,152,1697143382,,seed,2025-12-25T05:34:56.558Z
damascus,baghdad,house,151,1174477349,,seed,2026-01-13T05:54:50.558Z
damascus,rukn al-din,studio,27,107848577,,seed,2026-01-08T02:00:21.558Z
rif dimashq,artouz,house,163,754433832,,seed,2026-01-12T05:52:00.558Z
damascus,abu rummaneh,apartment,142,1854029876,,seed,2026-01-21T10:15:41.558Z
damascus,muhajireen,land,166,1009545283,,seed,2025-12-12T20:33:29.558Z
rif dimashq,jadidat al sheibani,apartment,183,1150691717,,seed,2026-02-04T02:32:40.558Z
damascus,midan,apartment,162,448578151,,seed,2026-01-05T21:19:00.558Z
damascus,malki,apartment,117,1678945320,,seed,2026-02-16T07:48:56.558Z
rif dimashq,sahnaya,apartment,181,734043287,,seed,2026-01-13T20:01:06.558Z
rif dimashq,qudsaya project,apartment,166,1422030501,,seed,2026-01-09T13:05:20.558Z
damascus,hay al ameen,studio,27,237112161,,seed,2025-11-04T22:41:13.558Z
damascus,kafr sousa,apartment,87,430001815,,seed,2025-11-22T14:39:19.558Z
damascus,midan,apartment,143,399965107,,seed,2026-01-27T02:33:36.558Z
rif dimashq,sahnaya,apartment,145,693511251,,seed,2025-12-03T12:17:10.558Z
damascus,abu rummaneh,apartment,104,1070968254,,seed,2026-01-07T15:24:56.558Z
rif dimashq,harasta,apartment,122,340978106,,seed,2025-11-20T06:23:57.558Z
rif dimashq,jaramana,land,197,411989881,,seed,2025-12-28T07:34:54.558Z
damascus,mashrou dummar,apartment,135,1003519495,,seed,2026-03-01T16:00:20.558Z
damascus,muhajireen,land,209,1365357899,,seed,2025-11-10T17:28:18.558Z
damascus,rukn al-din,studio,42,159169658,,seed,2026-01-26T17:13:48.558Z
damascus,rukn al-din,apartment,220,713975212,,seed,2026-01-23T13:20:50.558Z
damascus,hay al ameen,apartment,85,767266103,,seed,2026-01-26T23:09:29.558Z
rif dimashq,qudsaya project,apartment,169,1285042105,,seed,2026-01-30T12:21:39.558Z
rif dimashq,darayya,house,170,867702669,,seed,2025-12-25T02:11:05.558Z
rif dimashq,mleiha,apartment,103,287684080,,seed,2026-01-23T00:00:56.558Z
rif dimashq,jaramana,villa,448,2315345199,,seed,2025-12-23T12:19:22.558Z
damascus,mazzeh,apartment,108,666669410,,seed,2025-12-07T06:41:25.558Z
damascus,mazzeh,apartment,153,1057288115,,seed,2026-01-02T05:58:53.558Z
damascus,khaled ibn al walid,apartment,165,1337720710,,seed,2026-01-09T16:18:11.558Z
damascus,midan,apartment,112,394673817,,seed,2026-01-28T02:30:25.558Z
rif dimashq,darayya,apartment,110,647567900,,seed,2025-12-09T13:01:54.558Z
damascus,muhajireen,apartment,111,1370035428,,seed,2026-02-11T09:52:43.558Z
rif dimashq,sahnaya,studio,31,201922114,,seed,2025-11-21T13:06:29.558Z
rif dimashq,darayya,studio,57,273787866,,seed,2025-11-24T15:55:31.558Z
damascus,muhajireen,studio,38,493093849,,seed,2025-11-19T22:14:01.558Z
damascus,shaalaan,apartment,182,2510267760,,seed,2026-02-05T11:03:18.558Z
rif dimashq,qudsaya project,apartment,151,1316032710,,seed,2025-12-08T19:41:04.558Z
damascus,shaalaan,house,247,1853087531,,seed,2025-12-09T19:04:47.558Z
damascus,shaalaan,studio,55,555377729,,seed,2026-02-21T07:15:47.558Z
damascus,malki,house,120,1021462165,,seed,2025-11-17T21:32:47.558Z
rif dimashq,darayya,apartment,200,1367616452,,seed,2026-02-23T15:38:02.558Z
damascus,muhajireen,apartment,182,1538849563,,seed,2025-11-21T21:58:20.558Z
damascus,kafr sousa,villa,505,4389792365,,seed,2025-12-08T07:17:12.558Z
damascus,malki,apartment,212,2807094628,,seed,2025-12-07T02:49:39.558Z
rif dimashq,harasta,land,635,882106081,,seed,2026-02-13T08:18:00.558Z
rif dimashq,qudsaya project,apartment,107,774413365,,seed,2025-12-03T09:04:25.558Z
damascus,abu rummaneh,apartment,150,1991924241,,seed,2025-12-12T23:28:43.558Z
rif dimashq,mleiha,apartment,192,554101174,,seed,2025-11-10T00:13:04.558Z
damascus,muhajireen,studio,32,366435585,,seed,2026-01-15T01:28:26.558Z
damascus,malki,apartment,152,1992215614,,seed,2026-01-18T17:30:41.558Z
damascus,kafr sousa,apartment,154,707205580,,seed,2026-01-24T00:34:50.558Z
damascus,muhajireen,apartment,192,2153759200,,seed,2025-12-15T08:22:42.558Z
rif dimashq,mleiha,apartment,154,418633918,,seed,2026-01-23T17:45:55.558Z
rif dimashq,sahnaya,apartment,150,675408975,,seed,2026-02-10T07:01:51.558Z
damascus,abu rummaneh,apartment,185,1550433060,,seed,2025-12-08T11:09:31.558Z
damascus,mazzeh,apartment,77,340318841,,seed,2025-12-23T08:30:00.558Z
damascus,baghdad,land,222,1140179411,,seed,2026-02-28T04:49:27.558Z
rif dimashq,sahnaya,studio,52,324293279,,seed,2025-11-04T12:45:43.558Z
damascus,mashrou dummar,apartment,74,607951371,,seed,2025-12-24T15:07:39.558Z
damascus,hay al ameen,studio,45,330316147,,seed,2026-02-26T12:50:16.558Z
rif dimashq,jaramana,land,923,2074673250,,seed,2025-12-15T08:40:18.558Z
damascus,baghdad,studio,37,407787591,,seed,2026-02-06T06:25:06.558Z
rif dimashq,qudsaya project,apartment,135,1324052144,,seed,2025-12-26T14:13:35.558Z
damascus,kafr sousa,studio,46,277319290,,seed,2026-02-10T14:34:32.558Z
damascus,mazzeh,apartment,127,715089286,,seed,2025-11-22T09:59:26.558Z
rif dimashq,jadidat al sheibani,apartment,109,472853379,,seed,2026-01-17T16:43:22.558Z
damascus,mazzeh,apartment,187,1200009937,,seed,2026-02-26T16:31:09.558Z
damascus,shaalaan,studio,32,380980671,,seed,2025-12-15T23:48:27.558Z
rif dimashq,qudsaya project,apartment,97,1194580166,,seed,2025-11-09T21:12:29.558Z
damascus,baghdad,apartment,175,2206891496,,seed,2026-01-01T10:20:27.558Z
damascus,malki,house,247,2062734403,,seed,2026-02-09T18:41:47.558Z
damascus,mazzeh,apartment,169,1268477496,,seed,2025-12-08T00:44:25.558Z
damascus,midan,apartment,83,273151055,,seed,2025-11-24T20:19:47.558Z
rif dimashq,jadidat al sheibani,house,152,642561359,,seed,2026-02-24T02:28:20.558Z
rif dimashq,qudsaya project,house,134,931122720,,seed,2025-11-26T05:55:11.558Z
damascus,hay al ameen,apartment,151,1644101076,,seed,2026-01-09T20:17:30.558Z
damascus,mazzeh,apartment,107,573758194,,seed,2026-01-09T08:32:12.558Z
rif dimashq,qudsaya project,studio,33,336294764,,seed,2025-11-10T04:14:28.558Z
rif dimashq,qudsaya project,apartment,141,1072169235,,seed,2026-01-14T14:09:23.558Z
rif dimashq,sahnaya,apartment,151,771624567,,seed,2025-12-10T17:03:49.558Z
rif dimashq,jaramana,land,344,513999157,,seed,2025-11-23T01:01:03.558Z
damascus,abu rummaneh,house,128,1038146323,,seed,2026-01-24T09:31:17.558Z
rif dimashq,darayya,apartment,191,1074371757,,seed,2026-01-10T19:30:37.558Z
damascus,mazzeh,house,143,753914295,,seed,2026-02-08T17:44:00.558Z
damascus,muhajireen,apartment,71,721275483,,seed,2025-12-27T10:40:38.558Z
damascus,mazzeh,apartment,98,387348998,,seed,2026-01-10T04:03:02.558Z
rif dimashq,qudsaya project,house,121,747952158,,seed,2026-01-18T00:58:55.558Z
rif dimashq,qudsaya project,villa,261,2081120040,,seed,2025-12-20T09:50:26.558Z
damascus,mashrou dummar,villa,405,5836414951,,seed,2025-11-13T12:08:43.558Z
rif dimashq,jaramana,land,706,1304505364,,seed,2025-12-13T15:42:46.558Z
damascus,khaled ibn al walid,apartment,211,1471567713,,seed,2026-01-22T08:04:45.558Z
damascus,abu rummaneh,apartment,128,1359051344,,seed,2025-11-23T05:44:00.558Z
damascus,mazzeh,apartment,217,1463838053,,seed,2025-12-07T04:56:13.558Z
damascus,shaalaan,villa,207,3403527100,,seed,2026-02-07T01:56:39.558Z
damascus,khaled ibn al walid,apartment,140,1622840292,,seed,2026-01-20T19:11:59.558Z
damascus,kafr sousa,villa,224,1568738449,,seed,2025-12-09T08:16:29.558Z
rif dimashq,harasta,house,126,383140891,,seed,2026-02-20T15:34:47.558Z
rif dimashq,darayya,apartment,193,921064893,,seed,2025-11-21T06:16:36.558Z
damascus,khaled ibn al walid,apartment,105,878427126,,seed,2026-02-16T06:30:06.558Z
rif dimashq,harasta,apartment,145,293703300,,seed,2025-12-03T11:49:34.558Z
rif dimashq,jaramana,apartment,112,266164839,,seed,2025-11-04T21:48:32.558Z
rif dimashq,darayya,land,825,2268854033,,seed,2026-02-11T11:18:15.558Z
damascus,mazzeh,apartment,94,684902986,,seed,2025-12-23T13:43:07.558Z
damascus,shaalaan,apartment,111,1291132775,,seed,2025-12-17T21:18:25.558Z
rif dimashq,harasta,house,117,239103569,,seed,2025-11-23T13:08:14.558Z
damascus,hay al ameen,house,214,1319716427,,seed,2025-11-08T13:56:39.558Z
rif dimashq,jadidat al sheibani,apartment,167,881623444,,seed,2026-01-12T00:32:58.558Z
damascus,shaalaan,apartment,79,702749449,,seed,2026-02-06T20:19:21.558Z
rif dimashq,darayya,land,666,1675546496,,seed,2025-11-14T10:20:39.558Z
damascus,muhajireen,apartment,130,1551668118,,seed,2025-11-06T17:50:46.558Z
damascus,hay al ameen,house,241,1654733880,,seed,2025-12-03T05:39:43.558Z
rif dimashq,jadidat al sheibani,studio,31,149908851,,seed,2025-11-21T04:29:19.558Z
damascus,mazzeh,apartment,188,799774560,,seed,2025-11-05T07:38:15.558Z
damascus,rukn al-din,apartment,81,305497513,,seed,2025-11-13T21:53:00.558Z
damascus,baghdad,villa,398,3652834787,,seed,2026-01-02T15:14:00.558Z
rif dimashq,darayya,house,147,548674560,,seed,2025-12-16T14:09:22.558Z
rif dimashq,jadidat al sheibani,house,194,1016441217,,seed,2026-01-03T00:16:42.558Z
damascus,kafr sousa,apartment,163,752780675,,seed,2026-01-02T07:20:15.558Z
rif dimashq,jadidat al sheibani,apartment,157,874359674,,seed,2025-12-16T07:23:58.558Z
damascus,malki,house,247,2415230831,,seed,2026-02-15T17:22:39.558Z
rif dimashq,darayya,land,658,1560246418,,seed,2026-02-04T12:01:32.558Z
rif dimashq,darayya,land,285,672966798,,seed,2026-02-18T02:43:30.558Z
damascus,mashrou dummar,house,228,1839963933,,seed,2025-11-11T20:12:13.558Z
damascus,baghdad,house,174,1063616763,,seed,2026-01-05T20:10:31.558Z
rif dimashq,darayya,house,245,1407255935,,seed,2025-12-25T19:57:19.558Z
damascus,muhajireen,apartment,85,851041525,,seed,2026-02-05T04:47:32.558Z
rif dimashq,jadidat al sheibani,apartment,148,807280142,,seed,2025-11-09T20:37:27.558Z
rif dimashq,sahnaya,house,111,594349038,,seed,2026-01-19T11:32:04.558Z
damascus,kafr sousa,apartment,101,458042579,,seed,2026-02-04T19:14:36.558Z
damascus,muhajireen,apartment,182,1962477708,,seed,2026-02-06T17:02:09.558Z
rif dimashq,darayya,studio,26,134007408,,seed,2026-01-23T05:00:43.558Z
damascus,khaled ibn al walid,apartment,175,1127734125,,seed,2026-01-08T10:54:03.558Z
damascus,kafr sousa,apartment,170,845695190,,seed,2026-02-19T16:53:01.558Z
rif dimashq,qudsaya project,apartment,197,1794648659,,seed,2026-01-25T21:41:30.558Z
damascus,shaalaan,apartment,139,1257889625,,seed,2025-12-05T23:15:47.558Z
rif dimashq,qudsaya project,land,679,4735533665,,seed,2026-01-12T15:40:10.558Z
rif dimashq,mleiha,villa,412,1578495600,,seed,2025-11-29T07:19:13.558Z
damascus,abu rummaneh,apartment,146,1317507335,,seed,2026-02-11T19:55:23.558Z
damascus,abu rummaneh,villa,255,3097776227,,seed,2025-12-29T12:49:48.558Z
rif dimashq,harasta,villa,544,2157151100,,seed,2025-11-29T15:43:54.558Z
rif dimashq,darayya,land,888,3567628800,,seed,2025-12-06T23:48:40.558Z
rif dimashq,artouz,land,442,1518374407,,seed,2026-02-16T01:23:20.558Z
damascus,abu rummaneh,villa,389,7312188600,,seed,2026-02-18T03:48:33.558Z
damascus,mazzeh,apartment,102,594652037,,seed,2026-03-02T06:54:27.558Z
damascus,rukn al-din,apartment,78,177450975,,seed,2026-02-18T19:26:44.558Z
rif dimashq,jaramana,apartment,100,317781950,,seed,2026-01-07T22:16:43.558Z
rif dimashq,qudsaya project,house,117,911024941,,seed,2025-12-22T10:29:00.558Z
damascus,malki,apartment,192,1905927056,,seed,2026-02-04T06:50:11.558Z
damascus,khaled ibn al walid,apartment,91,950703045,,seed,2026-02-20T08:59:44.558Z
damascus,abu rummaneh,apartment,110,1306336593,,seed,2025-12-30T11:56:57.558Z
damascus,baghdad,apartment,109,1282479200,,seed,2025-11-19T19:42:08.558Z
damascus,shaalaan,villa,377,5514117951,,seed,2026-01-30T20:19:49.558Z
rif dimashq,jaramana,apartment,129,505904423,,seed,2026-02-15T19:33:12.558Z
damascus,hay al ameen,studio,52,521728834,,seed,2025-12-30T16:25:04.558Z
damascus,baghdad,apartment,191,1957985778,,seed,2026-01-16T09:07:16.558Z
rif dimashq,qudsaya project,apartment,79,958037726,,seed,2025-11-10T13:11:53.558Z
